articleID,domain,date,category,source,relation,F-type,label
476,rtnn.net,2018-09-21 11:22:19,International,মিডিয়া এনালিস্ট কোম্পানি,Related,,1.0
477,jagonews24.com,2018-09-22 15:24:28,Sports,Reporter,Related,,1.0
478,mzamin.com,2018-09-26 14:07:30,National,স্বরাষ্ট্র মন্ত্রণালয়,Related,,1.0
479,bd24live.com,2018-09-20 08:15:05,National,বিএনপির মহাসচিব,Related,,1.0
480,prothomalo.com,2018-09-20 09:25:18,Editorial,Reporter,Related,,1.0
481,dailyjanakantha.com,2018-09-22 19:01:21,National,reporter,Related,,1.0
482,somoynews.tv,2018-09-22 14:27:05,Sports,Reporter,Related,,1.0
483,jagonews24.com,2018-09-21 21:24:29,Politics,বিএনপির ভাইস চেয়ারম্যান,Related,,1.0
484,mzamin.com,2018-09-24 23:16:59,Miscellaneous,প্রধানমন্ত্রী,Related,,1.0
485,ittefaq.com.bd,2018-09-22 08:25:01,Politics,জাতীয় সমাজতান্ত্রিক দল-জাসদ সভাপতি ও তথ্যমন্ত্রী,Related,,1.0
486,samakal.com,2018-09-22 02:23:41,National,"আওয়ামী লীগের সাধারণ সম্পাদক এবং সড়ক, পরিবহন ও সেতুমন্ত্রী",Related,,1.0
487,prothomalo.com,2018-09-21 10:01:33,International,Not Found,Related,,1.0
488,samakal.com,2018-09-20 13:13:13,Sports,Reporter,Related,,1.0
489,risingbd.com,2018-09-20 20:53:10,National,রূপসা থানার ভারপ্রাপ্ত কর্মকর্তা,Related,,1.0
490,dailyjanakantha.com,2018-09-22 13:36:58,National,reporter,Related,,1.0
491,bd24live.com,2018-09-19 23:51:47,National,Reporter,Related,,1.0
492,bd-pratidin.com,2018-09-20 01:05:11,Editorial,"সহকারী অধ্যাপক ইসলামের ইতিহাস ও সংস্কৃতি বিভাগ, জগন্নাথ বিশ্ববিদ্যালয়",Related,,1.0
493,kalerkantho.com,2018-09-21 23:14:33,Sports,reporter,Related,,1.0
494,bd24live.com,2018-09-20 00:28:17,Miscellaneous,Reporter,Related,,1.0
495,banglanews24.com,2018-09-22 18:44:57,National,এনডিটিভি,Related,,1.0
496,jugantor.com,2018-09-21 11:55:10,Editorial,reporter,Related,,1.0
497,bangla.bdnews24.com,2018-09-22 14:49:32,International,বিবিসি,Related,,1.0
498,risingbd.com,2018-09-21 18:28:51,Sports,Reporter,Related,,1.0
499,bangla.thereport24.com,2018-09-22 21:31:20,Education,শিক্ষামন্ত্রী,Related,,1.0
500,banglatribune.com,2018-09-19 19:54:55,International,কেন্দ্রীয় সরকারের আইনমন্ত্রী,Related,,1.0
501,bangla.thereport24.com,2018-09-21 17:17:15,International,ডন,Related,,1.0
502,banglanews24.com,2018-09-20 17:34:27,International,ত্রিপুরা রাজ্যের উপ-মুখ্যমন্ত্রী,Related,,1.0
503,banglanews24.com,2018-09-21 12:07:22,National,Reporter,Related,,1.0
504,samakal.com,2018-09-23 21:39:10,Politics,আওয়ামী লীগ সাধারণ সম্পাদক এবং সড়ক পরিবহন ও সেতুমন্ত্রী,Related,,1.0
505,kalerkantho.com,2018-09-20 12:26:22,International,reporter,Related,,1.0
506,rtnn.net,2018-09-21 10:45:35,National,শুল্ক গোয়েন্দা ও তদন্ত অধিদপ্তরের,Related,,1.0
507,samakal.com,2018-09-20 18:36:29,National,﻿﻿﻿জাতীয় পার্টির চেয়ারম্যান,Related,,1.0
508,bangla.thereport24.com,2018-09-21 23:18:16,Crime,বাংলাদেশের সাবেক প্রধান বিচারপতি,Related,,1.0
509,jugantor.com,2018-09-19 19:44:26,Editorial,Reporter,Related,,1.0
510,risingbd.com,2018-09-22 19:05:20,National,reporter,Related,,1.0
511,bangla.bdnews24.com,2018-09-20 00:25:31,National,পীরগঞ্জ থানার ওসি,Related,,1.0
512,bd24live.com,2018-09-20 13:39:57,National,ভারতীয় সংবাদমাধ্যম এনডিটিভি,Related,,1.0
513,kalerkantho.com,2018-09-19 23:50:10,Entertainment,Journalist,Related,,1.0
514,rtnn.net,2018-09-24 15:45:14,National,ডিআইজি প্রধান মনিরুল ইসলাম,Related,,1.0
515,dailynayadiganta.com,2018-09-19 20:15:00,National,Reporter,Related,,1.0
516,bd24live.com,2018-09-19 22:05:30,International,মালেশিয়ান অ্যান্টি করাপশন কমিশন,Related,,1.0
517,ittefaq.com.bd,2018-09-21 13:50:01,International,গণমাধ্যম,Related,,1.0
518,banglatribune.com,2018-09-19 20:31:07,Miscellaneous,Reporter,Related,,1.0
519,bangla.bdnews24.com,2018-09-20 17:50:25,Sports,Reporter,Related,,1.0
520,kalerkantho.com,2018-09-20 08:49:42,International,ইউপি সদস্য সামসুন নাহার,Related,,1.0
521,rtnn.net,2018-09-23 12:35:26,National,দশম জাতীয় সংসদের ২২তম অধিবেশন,Related,,1.0
522,dhakatimes24.com,2018-09-22 22:17:42,International,বিবিসি,Related,,1.0
523,bangla.bdnews24.com,2018-09-20 20:13:35,Finance,স্যামসাং বাংলাদেশের হেড অব বিজনেস,Related,,1.0
524,bangla.bdnews24.com,2018-09-19 22:37:32,Technology,Reporter,Related,,1.0
525,jugantor.com,2018-09-20 21:31:41,Editorial,Reporter,Related,,1.0
526,banglanews24.com,2018-09-22 15:13:45,Sports,reporter,Related,,1.0
527,banglatribune.com,2018-09-20 17:29:41,Sports,মুন্না-পুশকিনের পরিবার,Related,,1.0
528,bd24live.com,2018-09-21 08:15:20,Finance,Reporter,Related,,1.0
529,risingbd.com,2018-09-20 16:05:42,National,পররাষ্ট্রমন্ত্রী,Related,,1.0
530,independent24.com,2018-09-20 06:36:42,Sports,Reporter,Related,,1.0
531,dailynayadiganta.com,2018-09-20 16:38:33,National,র‌্যাব-৮,Related,,1.0
532,mzamin.com,2018-09-25 07:03:27,National,ডিএমপি’র সিটিটিসি’র সাইবার ক্রাইম ইউনিট,Related,,1.0
533,somoynews.tv,2018-09-21 15:02:45,Entertainment,Reporter,Related,,1.0
534,rtnn.net,2018-09-22 16:51:18,Sports,"আলজেরিয়ার ফুটবল অ্যাসোসিয়েশনর প্রেসিডেন্ট,ফুটবল ক্লাব চেয়ারম্যান",Related,,1.0
535,bangla.thereport24.com,2018-09-22 11:18:20,International,এনডিটিভি,Related,,1.0
536,somoynews.tv,2018-09-20 18:37:34,National,ট্রলার মালিক,Related,,1.0
538,banglanews24.com,2018-09-19 19:18:29,National,শিশু বিষয়ক সংস্থা ‘সেভ দ্য চিলড্রেন’,Related,,1.0
539,dailynayadiganta.com,2018-09-20 20:51:11,Education,ছাত্র নেতৃবৃন্দ,Related,,1.0
540,banglatribune.com,2018-09-22 18:07:52,National,reporter,Related,,1.0
541,prothomalo.com,2018-09-20 17:13:52,National,মাদারীপুর সদর থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি),Related,,1.0
542,prothomalo.com,2018-09-21 21:25:48,International,"পার্থ, অস্ট্রেলিয়া।",Related,,1.0
543,banglanews24.com,2018-09-20 22:58:29,International,যুগ্ম পুলিশ প্রধান,Related,,1.0
544,bangla.thereport24.com,2018-09-23 13:41:28,Crime,বিএনপির মহাসচিব,Related,,1.0
545,rtnn.net,2018-09-23 12:35:29,International,বিবিসি,Related,,1.0
546,independent24.com,2018-09-23 13:17:02,National,reporter,Related,,1.0
547,dailynayadiganta.com,2018-09-20 17:15:01,National,ময়নামতি হাইওয়ে থানার ওসি,Related,,1.0
548,independent24.com,2018-09-24 23:27:40,National,তথ্যপ্রযুক্তি মন্ত্রী,Related,,1.0
549,bd24live.com,2018-09-20 22:04:30,National,বিবিসির রিপোর্টার ও প্রযোজক,Related,,1.0
550,dhakatimes24.com,2018-09-22 15:35:36,Entertainment,Reporter,Related,,1.0
551,ittefaq.com.bd,2018-09-20 10:16:00,National,শিক্ষামন্ত্রী,Related,,1.0
552,bd24live.com,2018-09-20 08:51:23,National,"মামলার তদন্তকারী কর্মকর্তা এসআই,সরিষাবাড়ী থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি)",Related,,1.0
553,independent24.com,2018-09-22 11:27:09,Politics,reporter,Related,,1.0
554,ittefaq.com.bd,2018-09-20 13:14:25,International,জি নিউজ ও টাইমস অফ ইন্ডিয়া,Related,,1.0
555,kalerkantho.com,2018-09-20 17:50:55,Sports,Reporter,Related,,1.0
556,bangla.thereport24.com,2018-09-22 13:41:16,National,Reporter,Related,,1.0
557,samakal.com,2018-09-21 13:13:07,National,কালাই থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি),Related,,1.0
558,banglatribune.com,2018-09-19 21:40:05,National,"রাষ্ট্রপতির প্রেস সচিব,জার্মান রাষ্ট্রদূত",Related,,1.0
559,kalerkantho.com,2018-09-21 22:01:44,International,reporter,Related,,1.0
560,banglatribune.com,2018-09-19 19:16:12,National,"এরেন্ডারাবাড়ী ইউনিয়নের চেয়ারম্যান,গাইবান্ধা কৃষি সম্প্রসারণ অধিদফতরের উপ-পরিচালক",Related,,1.0
561,banglatribune.com,2018-09-20 15:12:39,Entertainment,প্রধানমন্ত্রীর উপ-প্রেস সচিব,Related,,1.0
562,kalerkantho.com,2018-09-20 14:14:32,National,Reporter,Related,,1.0
563,banglanews24.com,2018-09-22 18:13:13,National,পুলিশ,Related,,1.0
564,jugantor.com,2018-09-22 10:42:29,Editorial,reporter,Related,,1.0
565,banglatribune.com,2018-09-19 19:16:09,National,কালিয়া থানার উপ-পরিদর্শক (এসআই),Related,,1.0
566,banglatribune.com,2018-09-19 18:38:50,National,Reporter,Related,,1.0
567,somoynews.tv,2018-09-21 13:49:32,Education,Reporter,Related,,1.0
568,jugantor.com,2018-09-19 21:31:27,Editorial,শিক্ষামন্ত্রী,Related,,1.0
569,banglanews24.com,2018-09-23 03:38:44,National,reporter,Related,,1.0
570,banglatribune.com,2018-09-20 15:43:01,National,খাদ্যমন্ত্রী,Related,,1.0
571,channelionline.com,2018-09-20 16:15:07,Politics,বিএনপি স্থায়ী কমিটির সদস্য নজরুল ইসলাম খান,Related,,1.0
572,jugantor.com,2018-09-20 08:16:57,Editorial,হাজীগঞ্জ উপজেলা সহকারী কমিশনার,Related,,1.0
573,dhakatimes24.com,2018-09-20 12:36:09,Technology,Not Found,Related,,1.0
574,kalerkantho.com,2018-09-20 04:01:51,National,ড. হাবিবে মিল্লাত মুন্না,Related,,1.0
575,bangla.bdnews24.com,2018-09-22 17:13:47,International,বিএনপির সাবেক সভাপতি,Related,,1.0
576,somoynews.tv,2018-09-22 13:54:23,International,বিশ্ব স্বাস্থ্য সংস্থা,Related,,1.0
577,prothomalo.com,2018-09-20 20:50:08,Sports,reporter,Related,,1.0
578,kalerkantho.com,2018-09-21 01:01:59,International,Reporter,Related,,1.0
579,dailynayadiganta.com,2018-09-19 23:50:17,Sports,reporter,Related,,1.0
580,bangla.bdnews24.com,2018-09-21 22:01:21,International,চীনের পররাষ্ট্রমন্ত্রণালয়ের মুখপাত্র গেং সুয়াং,Related,,1.0
582,somoynews.tv,2018-09-20 19:13:22,Entertainment,Reporter,Related,,1.0
583,bd24live.com,2018-09-19 21:28:25,National,Reporter,Related,,1.0
584,bangla.bdnews24.com,2018-09-20 14:49:30,National,Reporter,Related,,1.0
585,dhakatimes24.com,2018-09-19 21:36:35,National,প্রধানমন্ত্রী,Related,,1.0
586,bhorerkagoj.net,2018-09-29 16:59:37,International,সাবেক পররাষ্ট্র মন্ত্রী ও আওয়ামীলীগের যুগ্ম সাধারন সম্পাদক,Related,,1.0
587,ittefaq.com.bd,2018-09-21 15:38:37,National,নাঙ্গলকোট থানার এসআই,Related,,1.0
588,bd24live.com,2018-09-19 19:04:04,National,সিভিল সার্জন ও রাঙ্গামাটি মেডিকেল কলেজের প্রকল্প পরিচালক,Related,,1.0
589,bd-pratidin.com,2018-09-21 19:43:14,International,দ্য গার্ডিয়ান,Related,,1.0
590,jagonews24.com,2018-09-22 03:24:28,Sports,মোস্তফা কামাল স্টেডিয়াম,Related,,1.0
591,somoynews.tv,2018-09-21 13:49:28,International,হ্যামিলটনের ম্যাকমাস্টার বিশ্ববিদ্যালয়ের গবেষকগণ,Related,,1.0
592,risingbd.com,2018-09-21 14:16:16,Lifestyle,reporter,Related,,1.0
593,prothomalo.com,2018-09-21 12:25:42,Editorial,writer,Related,,1.0
594,kalerkantho.com,2018-09-22 08:49:28,International,reporter,Related,,1.0
595,banglanews24.com,2018-09-21 21:21:53,National,reporter,Related,,1.0
596,bangla.bdnews24.com,2018-09-21 20:13:25,Politics,আইনমন্ত্রী,Related,,1.0
597,somoynews.tv,2018-09-21 15:37:53,National,আইনমন্ত্রী,Related,,1.0
598,prothomalo.com,2018-09-21 11:49:31,International,দ্য গার্ডিয়ান,Related,,1.0
599,banglanews24.com,2018-09-22 18:44:54,National,"কারখানার শ্রমিক ,সিদ্ধিরগঞ্জ থানার পরিদর্শক (তদন্ত)",Related,,1.0
600,jagonews24.com,2018-09-20 10:00:24,National,আবহাওয়া অধিদফতর,Related,,1.0
601,bd-pratidin.com,2018-09-20 23:53:28,National,রেলওয়ের মহাপরিচালক (ডিজি) প্রকৌশলী,Related,,1.0
602,bd-pratidin.com,2018-09-21 14:17:44,Sports,reporter,Related,,1.0
603,bd24live.com,2018-09-22 14:15:39,National,প্রিয়াংকা চক্রবর্ত্তী,Related,,1.0
604,kalerkantho.com,2018-09-20 20:50:26,International,Not Found,Related,,1.0
605,somoynews.tv,2018-09-20 13:50:46,National,Reporter,Related,,1.0
606,bd-pratidin.com,2018-09-20 23:53:44,National,বাগেরহাটের জেলা প্রশাসক,Related,,1.0
607,prothomalo.com,2018-09-19 23:13:34,National,Journalist,Related,,1.0
608,bd-pratidin.com,2018-09-20 23:53:45,National,তথ্য প্রতিমন্ত্রী,Related,,1.0
609,banglatribune.com,2018-09-21 07:49:29,National,স্পিকার,Related,,1.0
610,bangla.bdnews24.com,2018-09-20 13:37:25,International,রয়টার্সের,Related,,1.0
611,somoynews.tv,2018-09-22 13:14:45,National,কাউন্টার টেররিজম ইউনিটের প্রধান,Related,,1.0
612,jagonews24.com,2018-09-20 16:00:30,Education,Reporter,Related,,1.0
613,kalerkantho.com,2018-09-19 19:38:13,International,এএফপি,Related,,1.0
614,bd24live.com,2018-09-19 20:52:11,National,পুলিশ ক্যাম্পের দায়িত্বপ্রাপ্ত আধিকারিক,Related,,1.0
615,prothomalo.com,2018-09-22 16:01:47,National,খুলনা বিশ্ববিদ্যালয়ের ফিশারিজ অ্যান্ড মেরিন রিসোর্স টেকনোলজির ছাত্র,Related,,1.0
616,prothomalo.com,2018-09-21 16:01:43,Sports,Reporter,Related,,1.0
617,jagonews24.com,2018-09-19 19:00:14,National,Reporter,Related,,1.0
618,jagonews24.com,2018-09-21 16:36:31,Entertainment,Reporter,Related,,1.0
619,bangla.thereport24.com,2018-09-22 14:17:14,National,ঢালচরের মাছ ব্যবসায়ী (আড়তদার),Related,,1.0
620,somoynews.tv,2018-09-22 16:54:54,International,reporter,Related,,1.0
622,banglanews24.com,2018-09-19 19:57:08,National,নিউইয়র্ক ভিত্তিক অলাভজনক সংস্থা ‘দ্য আমেরিকান সিভিল লিবারটিস ইউনিয়ন (এসিএলইউ)’,Related,,1.0
623,kalerkantho.com,2018-09-22 12:25:56,Sports,অধিনায়ক মাশরাফি বিন মর্তুজা,Related,,1.0
624,bd24live.com,2018-09-22 19:04:39,National,আল জাজিরা,Related,,1.0
625,somoynews.tv,2018-09-20 15:41:00,National,Reporter,Related,,1.0
627,bhorerkagoj.net,2018-10-11 09:11:32,International,reporter,Related,,1.0
628,prothomalo.com,2018-09-22 12:25:42,Entertainment,reporter,Related,,1.0
629,dailynayadiganta.com,2018-09-19 23:50:27,National,reporter,Related,,1.0
630,dailynayadiganta.com,2018-09-22 17:50:26,National,reporter,Related,,1.0
631,kalerkantho.com,2018-09-20 14:49:59,National,গোয়েন্দা পুলিশের অতিরিক্ত উপ-কমিশনার (বন্দর),Related,,1.0
632,prothomalo.com,2018-09-19 17:51:09,National,Journalist,Related,,1.0
633,kalerkantho.com,2018-09-19 22:38:12,International,আরএসএস,Related,,1.0
634,bd24live.com,2018-09-20 14:16:13,National,Not Found,Related,,1.0
635,jagonews24.com,2018-09-22 13:36:28,International,বিশ্ব স্বাস্থ্য সংস্থা,Related,,1.0
636,risingbd.com,2018-09-21 10:04:11,International,আল জাজিরা,Related,,1.0
637,kalerkantho.com,2018-09-22 15:25:53,Miscellaneous,হু,Related,,1.0
638,risingbd.com,2018-09-19 19:04:42,National,প্রধানমন্ত্রী,Related,,1.0
639,jugantor.com,2018-09-22 16:07:41,Editorial,Reporter,Related,,1.0
640,dailyjanakantha.com,2018-09-20 19:01:27,National,reporter,Related,,1.0
641,bd24live.com,2018-09-21 22:03:49,National,আখাউড়া রেলওয়ে থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি),Related,,1.0
642,ittefaq.com.bd,2018-09-21 21:40:21,Entertainment,বলিউড অভিনেত্রী নেহা,Related,,1.0
643,jugantor.com,2018-09-22 09:30:30,Editorial,রাঙ্গাবালী থানার ওসি,Related,,1.0
644,bd-pratidin.com,2018-09-20 23:53:33,National,ইংরেজি দৈনিক ডেইলি স্টারের সম্পাদক,Related,,1.0
645,mzamin.com,2018-09-23 09:27:27,Sports,বিসিবির ক্রিকেট পরিচালনা বিভাগের প্রধান,Related,,1.0
646,somoynews.tv,2018-09-22 12:38:54,International,কলকাতা টোয়েন্টিফোর সেভেন,Related,,1.0
647,dhakatimes24.com,2018-09-19 21:00:21,Sports,reporter,Related,,1.0
648,dailynayadiganta.com,2018-09-20 01:38:18,Miscellaneous,reporter,Related,,1.0
649,banglanews24.com,2018-09-20 15:15:27,National,সদরঘাট থানার ভারপ্রাপ্ত কর্মকর্তা,Related,,1.0
650,bangla.bdnews24.com,2018-09-20 15:26:01,Lifestyle,Reporter,Related,,1.0
651,prothomalo.com,2018-09-20 09:25:18,National,র‌্যাব-১১-এর জ্যেষ্ঠ সহকারী পরিচালক,Related,,1.0
652,bd24live.com,2018-09-19 22:05:28,Sports,Reporter,Related,,1.0
653,independent24.com,2018-09-19 18:37:48,National,Not Found,Related,,1.0
654,kalerkantho.com,2018-09-19 23:50:02,National,ইমিগ্রেশন ও পাসপোর্ট মহাপরিচালক অধিদপ্তর মেজর জেনারেল মাসুদ রেজওয়ান,Related,,1.0
655,dhakatimes24.com,2018-09-19 21:00:59,National,বেগমগঞ্জে থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি),Related,,1.0
656,samakal.com,2018-09-21 15:01:44,National,পুঠিয়া থানার ওসি,Related,,1.0
657,rtnn.net,2018-09-22 05:56:39,International,নিউ ইয়র্কের পুলিশ প্রশাসন,Related,,1.0
658,banglanews24.com,2018-09-23 12:21:43,National,থানার ভারপ্রাপ্ত কর্মকর্তা,Related,,1.0
659,dhakatimes24.com,2018-09-19 19:48:41,Sports,এশিয়ান ক্রিকেট কাউন্সিল,Related,,1.0
660,kalerkantho.com,2018-09-19 20:14:15,International,উপজেলা নির্বাহী কর্মকর্তা মো. মামুন খন্দকার,Related,,1.0
661,prothomalo.com,2018-09-20 22:01:41,International,এনডিটিভি,Related,,1.0
662,banglanews24.com,2018-09-20 16:20:48,National,"পিবিআই কার্যালয় , পিবিআই পাবনা কার্যালয়ের উপ পরিদর্শক (এসআই)",Related,,1.0
663,channelionline.com,2018-09-20 21:03:14,Entertainment,reporter,Related,,1.0
664,bangla.bdnews24.com,2018-09-21 20:13:26,Politics,ফখরুল,Related,,1.0
665,rtnn.net,2018-09-22 19:46:36,Politics,আওয়ামী লীগের সাধারণ সম্পাদক,Related,,1.0
666,bangla.thereport24.com,2018-09-21 17:53:24,Crime,ঢাকা মহানগর পুলিশের উপকমিশনার,Related,,1.0
667,bd-pratidin.com,2018-09-22 13:42:12,National,আওয়ামী লীগের সাধারণ সম্পাদক এবং সড়ক পরিবহন ও সেতুমন্ত্রী,Related,,1.0
668,kalerkantho.com,2018-09-21 20:13:52,Sports,reporter,Related,,1.0
669,channelionline.com,2018-09-21 21:38:48,Sports,reporter,Related,,1.0
670,kalerkantho.com,2018-09-22 16:38:24,Entertainment,Not Found,Related,,1.0
671,jagonews24.com,2018-09-19 13:18:00,National,সড়ক পরিবহন ও সেতু মন্ত্রণালয়ের,Related,,1.0
672,bd-pratidin.com,2018-09-21 11:17:53,National,মার্কিন পররাষ্ট্র দফতর,Related,,1.0
673,rtnn.net,2018-09-22 14:58:09,National,আবহাওয়া অধিদফতর,Related,,1.0
674,kalerkantho.com,2018-09-21 20:49:57,Entertainment,সূত্র: এএনআই নিউজ,Related,,1.0
675,prothomalo.com,2018-09-22 10:01:27,Sports,reporter,Related,,1.0
676,channelionline.com,2018-09-20 19:13:16,Sports,Not Found,Related,,1.0
677,jugantor.com,2018-09-22 20:58:23,Editorial,ইরানের প্রেসিডেন্ট,Related,,1.0
678,banglanews24.com,2018-09-20 03:40:30,National,দত্তপাড়া ইউনিয়ন পরিষদের (ইউপি) চেয়ারম্যান,Related,,1.0
679,somoynews.tv,2018-09-19 18:18:52,National,প্রধানমন্ত্রী,Related,,1.0
680,bd-pratidin.com,2018-09-20 20:17:54,International,"পাকিস্তানের অর্থমন্ত্রী ,রেডিও তেহরান",Related,,1.0
681,dhakatimes24.com,2018-09-20 07:46:15,National,জনপ্রশাসন মন্ত্রণালয়,Related,,1.0
682,channelionline.com,2018-09-21 10:49:29,Sports,reporter,Related,,1.0
683,dhakatimes24.com,2018-09-20 22:49:25,National,কালাই থানার ভারপ্রাপ্ত কর্মকর্তা,Related,,1.0
684,dailynayadiganta.com,2018-09-20 13:38:38,Sports,reporter,Related,,1.0
685,dailyjanakantha.com,2018-09-19 23:48:57,National,আড়াইহাজার থানার ওসি,Related,,1.0
686,risingbd.com,2018-09-19 23:16:48,Sports,Reporter,Related,,1.0
687,dailynayadiganta.com,2018-09-20 00:26:45,Sports,reporter,Related,,1.0
688,bd-pratidin.com,2018-09-20 01:05:08,National,Reporter,Related,,1.0
689,banglanews24.com,2018-09-21 07:51:12,Sports,Reporter,Related,,1.0
690,kalerkantho.com,2018-09-21 20:13:53,International,সংস্থাটির প্রতিষ্ঠাতা চেয়ারম্যান ও কৃষক লীগের কেন্দ্রীয় সহ-সভাপতি,Related,,1.0
691,bd24live.com,2018-09-20 17:16:30,National,পাক অর্থমন্ত্রী,Related,,1.0
692,prothomalo.com,2018-09-21 21:25:52,International,আওয়ামী লীগের যুক্তরাষ্ট্র শাখার নেতারা,Related,,1.0
693,banglatribune.com,2018-09-20 01:14:06,Crime,সাবেক প্রধান বিচারপতি,Related,,1.0
694,mzamin.com,2018-09-22 11:51:22,International,রয়টার্স,Related,,1.0
695,risingbd.com,2018-09-19 23:16:48,Sports,Reporter,Related,,1.0
696,jugantor.com,2018-09-22 12:31:57,Editorial,দলের সাধারণ সম্পাদক ওবায়দুল কাদের।,Related,,1.0
697,jagonews24.com,2018-09-22 18:24:29,Finance,অর্থ মন্ত্রণালয়,Related,,1.0
699,dhakatimes24.com,2018-09-20 22:49:23,National,সিংড়া উপজেলা বিএনপি,Related,,1.0
700,somoynews.tv,2018-09-19 18:37:34,Entertainment,Reporter,Related,,1.0
701,channelionline.com,2018-09-22 13:54:15,Politics,reporter,Related,,1.0
702,jagonews24.com,2018-09-21 18:24:34,Sports,reporter,Related,,1.0
703,ittefaq.com.bd,2018-09-19 20:27:28,Politics,বিএনপির স্থায়ী কমিটির সদস্য,Related,,1.0
704,dhakatimes24.com,2018-09-21 22:47:49,International,বিবিসি,Related,,1.0
705,ittefaq.com.bd,2018-09-20 02:24:57,Politics,জাতীয় পার্টির (জাপা) সিনিয়র কো-চেয়ারম্যান,Related,,1.0
706,banglanews24.com,2018-09-22 16:59:30,National,নাইক্ষ্যংছ‌ড়ি থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি),Related,,1.0
707,banglatribune.com,2018-09-19 18:21:14,National,ডোমার থানার ওসি,Related,,1.0
708,prothomalo.com,2018-09-21 02:13:29,Sports,reporter,Related,,1.0
709,risingbd.com,2018-09-22 17:16:49,Miscellaneous,reporter,Related,,1.0
710,banglatribune.com,2018-09-21 11:27:52,Miscellaneous,বিএসএমএমইউ  কর্তৃপক্ষ,Related,,1.0
711,banglanews24.com,2018-09-20 18:41:00,Sports,Reporter,Related,,1.0
712,banglatribune.com,2018-09-22 02:59:56,Miscellaneous,বাংলা ট্রিবিউন,Related,,1.0
713,bangla.bdnews24.com,2018-09-22 18:25:32,Lifestyle,reporter,Related,,1.0
714,kalerkantho.com,2018-09-19 22:02:32,International,বিবিসি,Related,,1.0
715,bhorerkagoj.net,2018-10-03 16:59:33,International,reporter,Related,,1.0
716,ittefaq.com.bd,2018-09-21 08:25:19,National,Reporter,Related,,1.0
717,independent24.com,2018-09-21 15:03:02,Politics,reporter,Related,,1.0
718,bangla.bdnews24.com,2018-09-19 17:50:32,National,ঢাকা (উত্তর) গোয়েন্দা পুলিশের পরিদর্শক এএফএম সায়েদ,Related,,1.0
719,kalerkantho.com,2018-09-20 12:26:04,Sports,reporter,Related,,1.0
720,bhorerkagoj.net,2018-10-11 10:23:52,National,আওয়ামী লীগের সাধারণ সম্পাদক,Related,,1.0
721,jagonews24.com,2018-09-21 08:12:28,Entertainment,Reporter,Related,,1.0
722,mzamin.com,2018-09-21 07:39:17,National,পররাষ্ট্রমন্ত্রী আবুল হাসান মাহমুদ আলী,Related,,1.0
723,bangla.thereport24.com,2018-09-19 20:17:35,Editorial,স্বেচ্চাসেবকদলের কেন্দ্রীয় নেতা,Related,,1.0
724,ittefaq.com.bd,2018-09-20 15:02:51,International,সিনহুয়া,Related,,1.0
725,prothomalo.com,2018-09-22 11:13:42,Technology,দ্য ভার্জ,Related,,1.0
726,rtnn.net,2018-09-22 13:10:47,Politics,আইনজীবী,Related,,1.0
728,bd-pratidin.com,2018-09-20 11:17:43,Sports,reporter,Related,,1.0
729,kalerkantho.com,2018-09-19 22:38:31,Sports,Journalist,Related,,1.0
730,channelionline.com,2018-09-22 12:00:15,Technology,টিআইবি,Related,,1.0
731,dhakatimes24.com,2018-09-19 21:37:10,National,জুড়ী থানার উপপরিদর্শক (এসআই),Related,,1.0
732,dailyjanakantha.com,2018-09-20 14:48:59,International,ভিডিও,Related,,1.0
733,mzamin.com,2018-09-20 19:04:38,Miscellaneous,যুক্তরাষ্ট্র সন্ত্রাসবাদ বিষয়ক বার্ষিক প্রতিবেদন,Related,,1.0
734,banglatribune.com,2018-09-21 21:45:09,Sports,আবাহনীর অধিনায়ক,Related,,1.0
735,dhakatimes24.com,2018-09-19 20:25:06,Education,সাবেক ভারপ্রাপ্ত পরিচালক,Related,,1.0
736,banglanews24.com,2018-09-20 06:04:33,Sports,রিয়াল মাদ্রিদের স্প্যানিশ তারকা,Related,,1.0
737,jagonews24.com,2018-09-20 11:48:34,Sports,reporter,Related,,1.0
738,bangla.bdnews24.com,2018-09-19 22:01:42,International,Reporter,Related,,1.0
739,kalerkantho.com,2018-09-22 17:14:08,International,চীনা পররাষ্ট্র মন্ত্রণালয়,Related,,1.0
740,independent24.com,2018-09-22 16:15:08,Miscellaneous,নাইক্ষ্যংছড়ি উপজেলা প্রশাসন,Related,,1.0
741,dhakatimes24.com,2018-09-19 23:24:11,International,মালয়েশিয়ার দুর্নীতি বিরোধী সংস্থা,Related,,1.0
742,prothomalo.com,2018-09-21 13:02:09,National,reporter,Related,,1.0
743,jagonews24.com,2018-09-19 15:06:00,Finance,অর্থমন্ত্রী,Related,,1.0
744,jugantor.com,2018-09-22 13:08:00,Editorial,reporter,Related,,1.0
745,ittefaq.com.bd,2018-09-20 01:49:18,International,reporter,Related,,1.0
746,bd-pratidin.com,2018-09-21 14:17:44,Sports,reporter,Related,,1.0
747,bd-pratidin.com,2018-09-20 01:05:04,National,Reporter,Related,,1.0
